alpha	dataset_size	minimum_threshold_alpha	sample_size	confidence_interval_taylor	confidence_interval_empirical	confidence_interval_empirical_percentile	error	error_empirical	normal_distribution_pvalue	follows_normal
0.05	17346	1	4405	[0.25830710634695675, 0.28029357953951717]	[0.2581043341054622, 0.28035012244603763]	(0.25797760154019667, 0.28033355563081686)	0.011656819890803582	0.01652718092737504	0.9394001484102987	1
0.05	17346	1	4423	[0.25833712718632806, 0.2802635513318925]	[0.2583787005405773, 0.2803483239103205]	(0.25843433127039583, 0.28029536224330287)	0.005740075574333647	0.005875472010540617	0.9927553046734506	1
0.05	17346	1	4440	[0.2583653315096919, 0.28023534010447915]	[0.25835069687801726, 0.280118117800509]	(0.258289243105851, 0.27992426569088347)	0.006025089569901443	0.017641534048662977	0.8568948026419394	1
0.05	17346	1	4457	[0.2583933927965094, 0.28020727196627926]	[0.258434054470095, 0.2802516092764317]	(0.2585952220497505, 0.2803307188446871)	0.003888651382701447	0.014827519586231408	0.7398022651370633	1
0.05	17346	1	4475	[0.25842295035484997, 0.280177707210272]	[0.2584946305723917, 0.2800831382001118]	(0.2585468218102256, 0.2802071249965592)	0.007641971308012363	0.00703672478686912	0.8817205969430589	1
0.05	17346	1	4492	[0.2584507214209937, 0.28014992939929817]	[0.2582672240030328, 0.2802857708379106]	(0.2583356339994519, 0.2801771804808625)	0.014503175843897043	0.006516869271469439	0.7164787628745797	1
0.05	17346	1	4509	[0.2584783535583848, 0.2801222905679358]	[0.2584544299337598, 0.28020883426754273]	(0.2582831233423051, 0.2801312055274544)	0.00507792916491745	0.009343848758362139	0.7882547378540039	1
0.05	17346	1	4527	[0.2585074611408894, 0.28009317595249505]	[0.2585012285533297, 0.279879846007131]	(0.2583282981541939, 0.2798628025841844)	0.010168723036637961	0.018816386602370283	0.9625263202454588	1
0.05	17346	1	4544	[0.2585348113467034, 0.28006581915562523]	[0.25854251905301606, 0.27997029198537937]	(0.25860116216607265, 0.2799447265151952)	0.0047947071254008655	0.008705744824522021	0.9525278502240211	1
0.05	17346	1	4561	[0.2585620265700911, 0.28003859739031456]	[0.2584137541951154, 0.2802190096111599]	(0.25834083222428517, 0.28023833084402194)	0.015073641172722918	0.019222643043526055	0.6272465859501277	1
0.05	17346	1	4579	[0.25859069695893433, 0.28000992012767467]	[0.2586082059664789, 0.2800871309148724]	(0.25855850971341887, 0.28018664009480676)	0.004406302688922392	0.009659050919506251	0.9828518813592052	1
0.05	17346	1	4596	[0.25861763821589223, 0.27998297242823567]	[0.25868026894026697, 0.2799059452919904]	(0.25868398351407573, 0.2798842931687071)	0.00653665696178507	0.00772393991462661	0.8127151131629944	1
0.05	17346	1	4614	[0.25864602128661784, 0.27995458258780426]	[0.25861038540107545, 0.28003637313788493]	(0.25860970839710995, 0.2801378836917091)	0.005480561132840234	0.01020123584128585	0.7042570649396263	1
0.05	17346	1	4631	[0.25867269376407986, 0.27992790376505294]	[0.2587275817094552, 0.2799929608294599]	(0.25864522627384146, 0.2800556125895398)	0.005625868072593909	0.007247712042052434	0.9988017257582439	1
0.05	17346	1	4648	[0.25869923752258583, 0.2799013537076729]	[0.25862250804087605, 0.28000119154361847]	(0.2586873353296052, 0.2800649626035864)	0.008259036045541013	0.008210035971005336	0.5976566043003972	1
0.05	17346	1	4666	[0.2587272036870216, 0.2798733809238686]	[0.2588246420470207, 0.27975881079798937]	(0.258838923338197, 0.2797354681422525)	0.010025854011518454	0.011805085618810662	0.9165219216291048	1
0.05	17346	1	4683	[0.2587534861249593, 0.2798470922810291]	[0.2588975478933018, 0.2797453279315559]	(0.25880124104853486, 0.2797892197043583)	0.011654058390818234	0.005007560085497631	0.7977773547172546	1
0.05	17346	1	4700	[0.25877964339722015, 0.279820928848753]	[0.2587282826395039, 0.27991092467553186]	(0.25872258969106243, 0.280117396846017)	0.006673227270454607	0.01652371535117414	0.6978544599389831	1
0.05	17346	1	4718	[0.25880720416440506, 0.27979336160758417]	[0.2588873261275441, 0.2797159606409844]	(0.2588044861941333, 0.2796989097488175)	0.007506039643765505	0.00462958720390183	0.7597584535633171	1
0.05	17346	1	4735	[0.2588331072922697, 0.2797674524105972]	[0.2589028269720475, 0.279794149611715]	(0.25873605068634375, 0.2798706640877645)	0.004599813283432064	0.009475843219342361	0.8710763454437256	1
0.05	17346	1	4752	[0.2588588886737939, 0.2797416650033745]	[0.25902226586587945, 0.2796746835475938]	(0.2590292971111622, 0.2797092411234168)	0.011031035540037037	0.009712899957591947	0.9381009380711011	1
0.05	17346	1	4770	[0.25888605511890994, 0.2797144922249214]	[0.25890127279282793, 0.2798049958654809]	(0.2587882885534699, 0.2795283261144541)	0.005053856012993019	0.013568284069349401	0.489922434091568	1
0.05	17346	1	4787	[0.25891158926320335, 0.2796889521428767]	[0.2589141689058938, 0.2797229934201614]	(0.2590934001053421, 0.2796731373401242)	0.001759656373925833	0.009511584604635748	0.9839362860543577	1
0.05	17346	1	4804	[0.2589370049530271, 0.2796635305573255]	[0.25899731081482713, 0.2794786195488258]	(0.25893171159850237, 0.2796114999271083)	0.011831064934921587	0.002765024374163816	0.8985397815704346	1
0.05	17346	1	4822	[0.258963787738381, 0.2796367415747477]	[0.2590405013686183, 0.2797161323104797]	(0.2590966467221497, 0.2796934282027477)	0.007522252024435128	0.009143699915802661	0.957605190745612	1
0.05	17346	1	4839	[0.25898896284207185, 0.2796115606604568]	[0.2589009172456187, 0.27969069809741465]	(0.25888211220534985, 0.2798181469177258)	0.008041596715367416	0.014971168050543548	0.827641182346292	1
0.05	17346	1	4856	[0.2590140226617974, 0.2795864950708149]	[0.2589006482101875, 0.2797599777189996]	(0.25866985504419215, 0.2797338536712398)	0.013751980842596434	0.023334896034365227	0.42655785854148826	1
0.05	17346	1	4874	[0.259040432056576, 0.27956007961058393]	[0.25925768125082593, 0.27950413401914986]	(0.2590714103180568, 0.27931129441397207)	0.013313814721473305	0.013633930960866847	0.8931903256716079	1
0.05	17346	1	4891	[0.25906525769738653, 0.2795352482822837]	[0.2591748344868089, 0.27952730752446264]	(0.259272903916421, 0.2796131992740706)	0.0057409673324487764	0.013899066714565755	0.927740414998696	1
0.05	17346	1	4908	[0.2590899711091156, 0.2795105292224649]	[0.25900409890826753, 0.2795836962132772]	(0.2591437862686641, 0.27941463875529515)	0.007728003094679914	0.0073311231694674905	0.677754554814286	1
0.05	17346	1	4926	[0.2591160170079989, 0.2794844773857421]	[0.25915919383648234, 0.27965045986611736]	(0.25929322316585224, 0.279618969387576)	0.010185779585248467	0.015202598821705049	0.9192365698766062	1
0.05	17346	1	4943	[0.25914050241563713, 0.27945998640985303]	[0.2591456416368838, 0.27938368306543826]	(0.25927476019157303, 0.2793864398603132)	0.004008102060300001	0.010226850521149466	0.2898494665987191	1
0.05	17346	1	4960	[0.25916487853887427, 0.2794356047565345]	[0.2591422465615858, 0.27944073247575096]	(0.25894367656111017, 0.27948696857928157)	0.001367574735490651	0.013267873536045971	0.9884200128749557	1
0.05	17346	1	4978	[0.25919057047958294, 0.2794099070016143]	[0.25921739619598033, 0.2793335297654909]	(0.25927333124147556, 0.2792065094260908)	0.005104171069525543	0.01415270659866974	0.826596829901507	1
0.05	17346	1	4995	[0.25921472455199224, 0.27938574747648204]	[0.25926131774920697, 0.27926121449505]	(0.2592563145111144, 0.27944510462012095)	0.0084837630341007	0.004989876730992715	0.9990578959663358	1
0.05	17346	1	5012	[0.2592387721795876, 0.2793616944331534]	[0.25932442660053384, 0.27932766073423304]	(0.25935665903058613, 0.27937502084071564)	0.005947849838033092	0.00651627126626142	0.8700706551692536	1
0.05	17346	1	5030	[0.25926411935943683, 0.2793363415588991]	[0.2592728004922446, 0.279286243291275]	(0.25930639048535475, 0.2793292692165448)	0.0029283952642492617	0.002458296235558599	0.9518429696430257	1
0.05	17346	1	5047	[0.2592879506781286, 0.27931250489945414]	[0.2592086402395722, 0.2792779987062675]	(0.25932606305352723, 0.27930306819399486)	0.005661430459694694	0.0023745387953392205	0.8802034491056141	1
0.05	17346	1	5065	[0.2593130708224365, 0.2792873791393071]	[0.25921517141267464, 0.27934622684852023]	(0.2593464313746313, 0.27933662490802014)	0.007786333879735263	0.004125457476468419	0.8663450333964713	1
0.05	17346	1	5082	[0.2593366895828503, 0.2792637551115732]	[0.2592627201844956, 0.27934450149716483]	(0.2592150640939068, 0.2793648057969582)	0.007704285866748095	0.011051068426090604	0.9852265731279931	1
0.05	17346	1	5099	[0.25936020642737967, 0.27924023303484624]	[0.2593859378504417, 0.2791699169163829]	(0.25945805880852413, 0.2791326871811899)	0.004831358801566932	0.01033188933075524	0.604684956949197	1
0.05	17346	1	5117	[0.25938499647983293, 0.2792154374803122]	[0.25938173435379436, 0.2792445210021152]	(0.2593586153429651, 0.279220875410231)	0.0016284546783035259	0.0016019862129919016	0.7480955389505225	1
0.05	17346	1	5134	[0.2594083061757363, 0.2791921226234244]	[0.25931384425871973, 0.2791677793755287]	(0.25927836114284886, 0.27910950150274727)	0.005976632519805958	0.01067433461889744	0.7629616804321446	1
0.05	17346	1	5151	[0.2594315165373784, 0.2791689071348641]	[0.2594863563897379, 0.2791212904094938]	(0.25953967662161626, 0.2791676261647871)	0.005190989012642477	0.005544859325467999	0.5082691311836243	1
0.05	17346	1	5169	[0.259455984859726, 0.2791444334207718]	[0.2595081537272761, 0.2790979600275051]	(0.2595923769477214, 0.27905499439516646)	0.005010159155554916	0.011470234076623176	0.9477599413833285	1
0.05	17346	1	5186	[0.259478993295682, 0.27912141992697936]	[0.2594837173292336, 0.27905630894585565]	(0.2595247404599519, 0.2790134314117876)	0.0035553150324109106	0.007826715219426461	0.6941336881582736	1
0.05	17346	1	5203	[0.2595019048903584, 0.27909850330751806]	[0.2594998823912618, 0.27914786951879417]	(0.2594781382841912, 0.2791621047473094)	0.002615469464588571	0.004438538651356128	0.8503669061812436	1
0.05	17346	1	5221	[0.2595260595572362, 0.27907434335594605]	[0.25976600702878727, 0.2790504409437514]	(0.25989076714877724, 0.2789460936480801)	0.013497342603709273	0.025217420847938987	0.9416562683176791	1
0.05	17346	1	5238	[0.2595487742707582, 0.27905162368467384]	[0.2596663512957019, 0.2792597193413324]	(0.2598028206871149, 0.2791506202139008)	0.01652242855105479	0.01801069892130225	0.9396211470996776	1
0.05	17346	1	5255	[0.25957139455126466, 0.27902899847849405]	[0.25961274667138523, 0.27906900870165885]	(0.25964509396115687, 0.27908262439705855)	0.004172938425070272	0.006525745914687464	0.9845089801160378	1
0.05	17346	1	5273	[0.2595952433629015, 0.2790051444860564]	[0.25948613600637155, 0.27909433958305435]	(0.2595031255075274, 0.2790238060131631)	0.010113239224205817	0.005674975442011232	0.7313927412033081	1
0.05	17346	1	5290	[0.2596176716362344, 0.27898271135211805]	[0.259633155786643, 0.2789779482351304]	(0.2596386629092309, 0.2788575818570076)	0.001045557752181514	0.007545596097439766	0.7288371772626795	1
0.05	17346	1	5307	[0.25964000780381036, 0.2789603703550766]	[0.25967083931305024, 0.27901837624906334]	(0.25964686071537446, 0.2790311834991668)	0.00458435928069012	0.004005226752336055	0.852182234043762	1
0.05	17346	1	5325	[0.25966355829805665, 0.27893681478088905]	[0.2596404725772952, 0.27871743842822344]	(0.25958439327625094, 0.2787380832301173)	0.012565183124804036	0.014359782961056444	0.9931368937858013	1
0.05	17346	1	5342	[0.2596857071693284, 0.27891466114332875]	[0.2597120956221237, 0.27896230682798484]	(0.25960657253335784, 0.2789508355805693)	0.003840622244711822	0.005960892535926021	0.845047650800936	1
0.05	17346	1	5359	[0.25970776618461433, 0.2788925973919941]	[0.2596876415631115, 0.2788994941767635]	(0.25988509779894553, 0.27894020235061356)	0.0014064966463982476	0.011695688003805937	0.3517537207611186	1
0.05	17346	1	5377	[0.25973102564833206, 0.2788693329462777]	[0.2597388706294437, 0.2788876612042024]	(0.25966969456359823, 0.2788813222379486)	0.0013662753545619077	0.0038164583265695162	0.8327745795249939	1
0.05	17346	1	5394	[0.25975290192211886, 0.2788474519978006]	[0.2597439206022293, 0.2788000242036006]	(0.25968770784538986, 0.2787484953297501)	0.002952810813953932	0.00856748104117222	0.9652910777163521	1
0.05	17346	1	5411	[0.25977469051553437, 0.2788256587590684]	[0.25987362298157834, 0.27880193159100775]	(0.25977112197899066, 0.2787135973753655)	0.006438498691333394	0.00606836689766721	0.9519230203929883	1
0.05	17346	1	5429	[0.2597976659953908, 0.2788026783923504]	[0.2597982897325269, 0.27870809666633983]	(0.2599031289675976, 0.278715129837111)	0.005009492293827966	0.010155822233354428	0.9592041473166699	1
0.05	17346	1	5446	[0.25981927625272805, 0.27878106354930565]	[0.259835898842695, 0.2787779248511002]	(0.25991413825583254, 0.2786053715216008)	0.0010421637930696503	0.01426838233008576	0.24509824029842966	1
0.05	17346	1	5463	[0.2598408009343116, 0.278759534310555]	[0.25984804463870087, 0.2788217566282673]	(0.2596831647030534, 0.2787641953157207)	0.0036597747353512844	0.008505685029202237	0.7062337968945143	1
0.05	17346	1	5481	[0.259863499247012, 0.27873683120343107]	[0.2597730856675274, 0.2788958169651002]	(0.259786751979345, 0.2787586769211804)	0.013042035537329855	0.005196783442831254	0.937233710999838	1
0.05	17346	1	5498	[0.25988484985488824, 0.27871547609631353]	[0.2597090687288816, 0.2788025530008819]	(0.2597835238484758, 0.2787146558722359)	0.01376689695973865	0.005395440953627095	0.9399593412904655	1
0.05	17346	1	5516	[0.25990736534006564, 0.27869295587746135]	[0.25988777346507624, 0.2787043854641857]	(0.25967355415342985, 0.2786115516261517)	0.0016486210012307545	0.016573362428490834	0.7143162373219538	1
0.05	17346	1	5533	[0.2599285446656211, 0.27867177210949345]	[0.25991375809593475, 0.2786278304965534]	(0.2598402610397438, 0.27873900261197715)	0.0031308315786506835	0.008228808662556597	0.8904953565506714	1
0.05	17346	1	5550	[0.259949641785984, 0.27865067057393267]	[0.2600137512103527, 0.2785381637056891]	(0.2602124451830903, 0.2787375629828156)	0.00944420195353346	0.0186127992727676	0.393619493175261	1
0.05	17346	1	5568	[0.2599718910209975, 0.2786284166933901]	[0.25982765901860333, 0.2787225106335271]	(0.25977581028520436, 0.2787174385212734)	0.012613274101761718	0.015051639707167386	0.9298839804893994	1
0.05	17346	1	5585	[0.2599928208953626, 0.27860748245907585]	[0.26000796941659615, 0.2786301861483386]	(0.25985685641513534, 0.2785479523149511)	0.0020309850658908335	0.01042603185055535	0.8690839018997669	1
0.05	17346	1	5602	[0.26001367049366875, 0.27858662852728244]	[0.2599956279559796, 0.2786323092834006]	(0.26002856876536373, 0.27866082728946373)	0.003419240404865853	0.004778049267884388	0.7360165904635767	1
0.05	17346	1	5620	[0.26003565972682674, 0.2785646347343014]	[0.26006663637183913, 0.2784917083650793]	(0.25994993293710844, 0.2782570037571819)	0.005607596437069429	0.021131564240105982	0.9309694780997358	1
0.05	17346	1	5637	[0.2600563459878008, 0.2785439441935669]	[0.2600262882737579, 0.27855467856522925]	(0.26019263425005223, 0.27862408250338866)	0.002201599009065802	0.011656055755181582	0.9781350994047798	1
0.05	17346	1	5654	[0.26007695384113394, 0.2785233320862093]	[0.26016550307726266, 0.27847171659560616]	(0.2601343883506677, 0.2783908840239031)	0.007598495751829248	0.010293758987113488	0.5404012912994363	1
0.05	17346	1	5672	[0.26009868912408707, 0.2785015923267894]	[0.25990526459655755, 0.27840965582087457]	(0.2599201710502873, 0.2784131723654668)	0.015345020672034804	0.014365856688256184	0.9830083847045898	1
0.05	17346	1	5689	[0.26011913742633186, 0.27848113982278067]	[0.26015082509543874, 0.2783294370716305]	(0.2602772703168673, 0.27827896986920264)	0.009987495715201744	0.01962219785915953	0.7360788757699679	1
0.05	17346	1	5706	[0.2601395091311175, 0.27846076394126784]	[0.26020243920085384, 0.2783656388987835]	(0.2601606045213264, 0.27825456157120687)	0.008626871568485628	0.012406233231576191	0.8294406066467893	1
0.05	17346	1	5724	[0.26016099632688705, 0.27843927235012256]	[0.2601248975744057, 0.27842574065881087]	(0.26011521541879823, 0.27854189187044)	0.0027099174501348244	0.008053564558736626	0.7271638653305488	1
0.05	17346	1	5741	[0.26018121214938184, 0.278419052401747]	[0.2602545673046489, 0.27847158742887124]	(0.2602057745008802, 0.2784046688606051)	0.006882864920352838	0.0021354443344933083	0.5667919776245885	1
0.05	17346	1	5758	[0.2602013531287195, 0.2783989073208917]	[0.26023174057608306, 0.2783383410559848]	(0.2601155804603619, 0.27832200627124026)	0.004998128391865864	0.008897380616228245	0.753837924074407	1
0.05	17346	1	5776	[0.2602225979193319, 0.278377658213811]	[0.2602971447544686, 0.2784216516927585]	(0.26031340957491667, 0.2783309375038804)	0.006513542712714537	0.007575428739127643	0.8890021516420303	1
0.05	17346	1	5793	[0.260242586572463, 0.2783576655086456]	[0.2601043953020213, 0.27850219802675663]	(0.2602934153511348, 0.2786714483806715)	0.015367258404866413	0.019784816582393283	0.7390864239106769	1
0.05	17346	1	5810	[0.2602625020831004, 0.2783377459696865]	[0.2602801723419765, 0.2783984482334954]	(0.26042288701441685, 0.27835360653626984)	0.004321391452920542	0.00974210824750743	0.9886168409713715	1
0.05	17346	1	5828	[0.2602835099768479, 0.2783167338362721]	[0.26035804381807737, 0.2783511880448095]	(0.26036051610474686, 0.2783565035649912)	0.006032211187122716	0.006461345545691888	0.9218540191650391	1
0.05	17346	1	5845	[0.26030327660915187, 0.2782969632238155]	[0.2603443830057938, 0.2783222324313656]	(0.26045439295285755, 0.2782525867606557)	0.003683654305332462	0.010864522154463319	0.967369996738782	1
0.05	17346	1	5862	[0.2603229717481207, 0.27827726412777865]	[0.26026803282156385, 0.278147344895457]	(0.2602663578848976, 0.2782789191050743)	0.01026463349463913	0.003234900345735925	0.6938509054254925	1
0.05	17346	1	5880	[0.2603437480864722, 0.27825648362453037]	[0.2604485928912725, 0.2783050552498841]	(0.2605243047421061, 0.2782221206263009)	0.008541495825342915	0.011998148100088035	0.9747469772244775	1
0.05	17346	1	5897	[0.2603632976910545, 0.27823693010978046]	[0.26045721488224266, 0.27826856452413834]	(0.26045832566551375, 0.2782335649468638)	0.007011992991585836	0.00550493235347238	0.8593599684643664	1
0.05	17346	1	5914	[0.2603827774019871, 0.2782174465111603]	[0.2603431171851533, 0.2782070921314423]	(0.2602297328637788, 0.27822455126603407)	0.0027981243737676964	0.008899744887783112	0.9912761808497778	1
0.05	17346	1	5932	[0.2604033273661659, 0.27819689245489365]	[0.2603397864096765, 0.27817769511278456]	(0.2603249946637778, 0.2782823436026364)	0.004633354273027135	0.009120714348675896	0.8129755998970393	1
0.05	17346	1	5949	[0.2604226647868141, 0.27817755119223364]	[0.2605388578447421, 0.27819440529745115]	(0.2603968049180728, 0.278117709405008)	0.007486445295885158	0.0048199133290276475	0.9264954925754162	1
0.05	17346	1	5967	[0.2604430652235754, 0.2781571467113211]	[0.2603783816536532, 0.2781555142242233]	(0.26060519889225764, 0.27828029560725975)	0.0037300710597674147	0.015993658123171994	0.8168477395403433	1
0.05	17346	1	5984	[0.26046226248320925, 0.27813794565455074]	[0.2604754232360041, 0.2780711839186642]	(0.2603846530921887, 0.277984727493105)	0.004521606769404274	0.013001957335826875	0.3246520161628723	1
0.05	17346	1	6001	[0.2604813924202143, 0.2781188119419229]	[0.2604304900942428, 0.27812967231330743]	(0.2605019680282731, 0.2781853563268847)	0.0034895791563465117	0.004920931463701983	0.9566179762794583	1
0.05	17346	1	6019	[0.26050157481007896, 0.27809862557758636]	[0.26044203779910474, 0.2780409134518112]	(0.2604579245683425, 0.2780869279361917)	0.006640532033730162	0.0031375104142462584	0.9520775918837338	1
0.05	17346	1	6036	[0.26052056767172593, 0.2780796289840374]	[0.26055178915467864, 0.2779871644010187]	(0.2605997906119274, 0.27805442958175464)	0.007044002169103947	0.0059469205458599905	0.9730074391849157	1
0.05	17346	1	6053	[0.260539494687432, 0.2780606982573913]	[0.26054252345752077, 0.278206581139576]	(0.260569146582891, 0.278315400637025)	0.008428761169921972	0.01599661226263227	0.7901656368094383	1
0.05	17346	1	6071	[0.26055946381323813, 0.27804072522500733]	[0.26052682372902963, 0.27807495158114487]	(0.2604430074966162, 0.27806257679660273)	0.0038104600621527984	0.007849674748714897	0.9994590459745949	1
0.05	17346	1	6088	[0.2605782567493877, 0.2780219286205232]	[0.2607060057016202, 0.2780298420528556]	(0.260876097885135, 0.27807582625111305)	0.007773642463180908	0.020102149975881667	0.7560816665101202	1
0.05	17346	1	6105	[0.2605969852734831, 0.278003196448523]	[0.26074015178468335, 0.2780416113464754]	(0.26070904238803094, 0.27808331081307425)	0.010409016988551012	0.010989814793508912	0.9281724421187999	1
0.05	17346	1	6123	[0.26061674577943583, 0.27798343210216125]	[0.2606915791392253, 0.2779165919457233]	(0.26061409063735086, 0.2778770111684339)	0.008157774810616192	0.006279804909893993	0.9999730569694794	1
0.05	17346	1	6140	[0.26063534313334447, 0.2779648311418752]	[0.2606132853120496, 0.2779858491475878]	(0.2605267369873093, 0.2778722129216934)	0.002479531945615787	0.011539355415411512	0.9390520639397841	1
0.05	17346	1	6157	[0.2606538774679079, 0.2779462932208494]	[0.2606263858525968, 0.27799037990418063]	(0.26078171821985796, 0.2780768982457703)	0.004122225475873154	0.014833580247997635	0.6016921603629686	1
0.05	17346	1	6175	[0.2606734338648392, 0.2779267330480111]	[0.2606015389219541, 0.27780488753373406]	(0.26052796724098914, 0.2776333107360458)	0.011182585069610007	0.025225291304180275	0.9336702136035564	1
0.05	17346	1	6192	[0.2606918398554199, 0.2779083235114532]	[0.26065421662643656, 0.2779625668870271]	(0.2604944046416462, 0.2777439028193085)	0.005307646492823115	0.02077969402658808	0.1863278176080555	1
0.05	17346	1	6209	[0.2607101841797368, 0.27788997566057705]	[0.26077622155818386, 0.27797065315226527]	(0.26074699526018574, 0.2779725668576938)	0.008500051207693038	0.006916905956334318	0.8392324514598996	1
0.05	17346	1	6227	[0.26072954085012523, 0.27787061527717216]	[0.26083313367769445, 0.2777144090343868]	(0.2609423938058495, 0.277815965349569)	0.015156521924006294	0.015605957751711808	0.9583896140582365	1
0.05	17346	1	6244	[0.2607477595766158, 0.27785239306360054]	[0.2608240998517969, 0.27776259475766285]	(0.26083742481686567, 0.27768390773349794)	0.00971307460316062	0.01509243507315905	0.8850876092910767	1
0.05	17346	1	6261	[0.2607659179517755, 0.27783423122029605]	[0.2606763961648101, 0.27778996007865686]	(0.26072852149732384, 0.2777233393485665)	0.0077977744961376105	0.008668937365518659	0.9500117065317075	1
0.05	17346	1	6279	[0.2607850791545393, 0.27781506636584785]	[0.2607613734378026, 0.27772522342881145]	(0.2607577883452691, 0.27789395357613067)	0.006658302940729999	0.006196136540619679	0.7297682606637528	1
0.05	17346	1	6296	[0.2608031146009584, 0.2777970274897881]	[0.26084681055614645, 0.2778245700468214]	(0.2607885383138896, 0.277711606175442)	0.004185218617052233	0.005879275953362129	0.9772153361515933	1
0.05	17346	1	6313	[0.26082109097424533, 0.2777790477053319]	[0.2609360596879918, 0.277696349675337]	(0.2610270411260184, 0.27766474800712393)	0.011656283057909778	0.01888493142537373	0.8059548103637607	1
0.05	17346	1	6331	[0.26084006084932043, 0.27776007423839755]	[0.2608835699421218, 0.27766592342822805]	(0.2609223988378063, 0.27770956399284963)	0.008135921633474874	0.007851544261754051	0.681879476049488	1
0.05	17346	1	6348	[0.2608579168887263, 0.27774221482538386]	[0.2608325765192212, 0.2776370641547763]	(0.26090310788458837, 0.27757010246060454)	0.007716962228877966	0.012870144879972734	0.9470069075938711	1
0.05	17346	1	6365	[0.26087571509781415, 0.2777244132607093]	[0.2608267310014619, 0.2777392686696267]	(0.26072575795425756, 0.2777495344037739)	0.00377468517866697	0.010284338915070523	0.9856091737747192	1
0.05	17346	1	6383	[0.2608944976705285, 0.2777056271545024]	[0.2609494486222958, 0.2777433662834144]	(0.2610059177591648, 0.27768633698818534)	0.005501264376194359	0.007775221473249383	0.7388226820630408	1
0.05	17346	1	6400	[0.2609121780690874, 0.27768794343700653]	[0.2607466525755076, 0.2777313158240066]	(0.2606867697827804, 0.27765223911271486)	0.012299206497269455	0.015358505001434652	0.9777539717065916	1
0.05	17346	1	6418	[0.2609308367838189, 0.27766928122727097]	[0.26100048472911724, 0.27772173306630193]	(0.2610351591593416, 0.27774471850436566)	0.007271784797854397	0.01069114530511639	0.740698968787469	1
0.05	17346	1	6435	[0.2609484010313049, 0.2776517136969008]	[0.2609290327295369, 0.27772211593933144]	(0.2610272694444009, 0.277797441084485)	0.0053456856657696505	0.013329887042309418	0.8282164796321696	1
0.05	17346	1	6452	[0.2609659094521817, 0.27763420201043976]	[0.2609321855605881, 0.27757574721385664]	(0.26082717430752433, 0.2774985511153272)	0.005519015530457083	0.016325673082714598	0.903323769569397	1
0.05	17346	1	6470	[0.2609843873543215, 0.27761572066932694]	[0.260850050275547, 0.27750607305276687]	(0.26087286239172336, 0.2774660280655832)	0.014552635809011005	0.015601730720693041	0.9674406102161148	1
0.05	17346	1	6487	[0.2610017820335947, 0.2775983227596587]	[0.26092882400864975, 0.27758283292990654]	(0.2608918229331155, 0.2775499545435929)	0.005305969664608501	0.009476989087410237	0.8726706539506682	1
0.05	17346	1	6504	[0.2610191220406728, 0.27758097953907257]	[0.2609032394971652, 0.2775496128740579]	(0.26080825535824137, 0.2775723109696989)	0.008829086444102519	0.013088825013647276	0.8680037638630291	1
0.05	17346	1	6522	[0.26103742286922527, 0.2775626753262418]	[0.26107280439377323, 0.2775877267493091]	(0.2610551116131944, 0.27748830398537894)	0.003651470574385418	0.005570873127138887	0.733743325977544	1
0.05	17346	1	6539	[0.26105465147935925, 0.2775454435369529]	[0.2609464487077495, 0.27749833869944796]	(0.2610918453285749, 0.2774859738879626)	0.009356446622984738	0.005861664974509573	0.9754097425038185	1
0.05	17346	1	6556	[0.2610718265408011, 0.2775282653128437]	[0.2611014866104985, 0.2774118226316704]	(0.2611622075245431, 0.2773990046972121)	0.008878151153753233	0.01334684875726222	0.9849702139239614	1
0.05	17346	1	6574	[0.2610899539346503, 0.27751013458811624]	[0.2610339603262701, 0.2773984299804331]	(0.2608757448192115, 0.27734995444133337)	0.010178225442277977	0.022506942991171397	0.7986895917679512	1
0.05	17346	1	6591	[0.2611070198813068, 0.27749306551233544]	[0.2611556811763451, 0.2774165759379977]	(0.26112516976455924, 0.27741163735209917)	0.0076376492653632555	0.006077002696742162	0.835206732825374	1
0.05	17346	1	6608	[0.2611240333729601, 0.2774760489076582]	[0.26115622039801395, 0.2773291238268338]	(0.2612057647099849, 0.27735634039938795)	0.01095351857379423	0.012318961223320546	0.8686124438037884	1
0.05	17346	1	6626	[0.26114199087442413, 0.27745808812746187]	[0.261199656382798, 0.2775339066476004]	(0.26118683698023804, 0.2776299036302461)	0.008143284187127509	0.013140632887059578	0.8788374051946652	1
0.05	17346	1	6643	[0.2611588974731617, 0.27744117844845917]	[0.2611449786487918, 0.2773937059269288]	(0.2611971713829878, 0.277510448869437)	0.0037672185328430086	0.006577010841212982	0.8892906087408313	1
0.05	17346	1	6660	[0.261175752681822, 0.2774243201752584]	[0.26127893018305487, 0.2774704735130064]	(0.261293420377555, 0.27750985937307915)	0.009164369278119033	0.012440649335445642	0.9698061347007751	1
0.05	17346	1	6678	[0.261193543740058, 0.27740652588922154]	[0.2611786485887492, 0.2773427306811964]	(0.261271406191509, 0.27744033912491783)	0.004849085180823609	0.006873705521729279	0.694966450105035	1
0.05	17346	1	6695	[0.2612102942195006, 0.27738977237723694]	[0.26131890877151653, 0.27744970674414593]	(0.2613061361814073, 0.2773685116156672)	0.010379003468822035	0.007237731794237812	0.7829677311570744	1
0.05	17346	1	6712	[0.2612269943460358, 0.27737306923352134]	[0.26130422195883735, 0.2773363448054838]	(0.26137656264642894, 0.2772368465356204)	0.007057569200760061	0.017700338954551476	0.8186997821678196	1
